Sample in Buffer,Sample in Window,TRIGGER,app_cmd[2:0],app_wdf_data[255:0],app_addr[28:0],app_rd_data[255:0],app_rd_data_reg[255:0],app_en,app_rd_data_end,app_rd_data_valid,app_rdy,app_wdf_end,app_wdf_rdy,app_wdf_wren,ui_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1038,1038,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1039,1039,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1040,1040,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1041,1041,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1042,1042,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1043,1043,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1044,1044,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1045,1045,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1046,1046,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1047,1047,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1048,1048,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1049,1049,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1050,1050,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1051,1051,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1052,1052,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1053,1053,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1054,1054,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1055,1055,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1056,1056,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1057,1057,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1058,1058,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1059,1059,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1060,1060,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1061,1061,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1062,1062,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1063,1063,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1064,1064,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1065,1065,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1066,1066,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1067,1067,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1068,1068,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1069,1069,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1070,1070,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
1071,1071,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,0,0,1,0,1
1072,1072,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1073,1073,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1074,1074,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1075,1075,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1076,1076,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1077,1077,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1078,1078,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1079,1079,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1080,1080,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1081,1081,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1082,1082,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1083,1083,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1084,1084,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1085,1085,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1086,1086,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1087,1087,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1088,1088,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1089,1089,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1090,1090,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1091,1091,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1092,1092,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1093,1093,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1094,1094,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1095,1095,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1096,1096,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1097,1097,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1098,1098,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1099,1099,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1100,1100,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1101,1101,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1102,1102,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1103,1103,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1104,1104,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1105,1105,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1106,1106,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1107,1107,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1108,1108,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1109,1109,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1110,1110,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1111,1111,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1112,1112,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1113,1113,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1114,1114,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1115,1115,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1116,1116,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1117,1117,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1118,1118,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1119,1119,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1120,1120,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1121,1121,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1122,1122,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1123,1123,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1124,1124,0,1,0000000000000000000000000000000000000000000000000000000000000000,00000000,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,0,1,0,1,0,1,0,1
1125,1125,0,0,0001000100010001000100010001000100010001000100010001000100010001,00000020,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
1126,1126,0,0,0002000200020002000200020002000200020002000200020002000200020002,00000040,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
1127,1127,0,0,0003000300030003000300030003000300030003000300030003000300030003,00000060,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
1128,1128,0,0,0004000400040004000400040004000400040004000400040004000400040004,00000080,63e5d3fad665e59f4787ccf4bb0bc8ab33ffbfd55b479e6d5b94f7874c75edf7,f33f4707ebbb68c2d3fc43e7e7fde57f936cad97df7bfcdbfb265d6d7d78376a,1,1,0,1,1,1,1,1
